AmbTemp_C_Avg,WindSpeedAve_ms,WindDirAve_deg,PwrMtrP_kW_Avg,RTD_C_Avg_Mean,Minute
6.694,2.865,224.4,0.0,5.802700000000001,13
4.018,0.685,157.9,0.0,2.7897000000000003,315
7.514,1.647,336.9,74.9,13.751,600
4.476,0.978,217.5,0.0,3.5575,387
5.146,0.352,195.1,0.0,3.6778,1297
3.708,0.902,214.8,0.0,0.4901,166
10.8,1.527,8.07,160.0,23.49,840
6.639,1.0606782861292665,0.0,0.0,5.725900000000001,20
8.49,1.0606782861292665,0.0,71.54,16.579,646
5.736,0.302,72.0,0.0,1.7856999999999998,1154
10.76,1.413,249.1,117.0,21.130000000000003,831
5.142,0.425,137.5,0.0,1.9151,1267
6.357,1.217,353.3,46.1,9.761,562
6.489,0.753,50.39,0.0,6.0339,1403
9.08,2.225,300.7,112.2,18.019,686
10.71,0.207,93.8,23.17,15.507,957
4.72,1.503,237.5,0.0,0.535,189
10.23,0.713,340.4,7.877,11.136,975
9.15,2.247,328.2,94.9,18.133,699
3.857,0.305,92.7,27.63,5.099,510
6.396,0.317,51.95,0.0,2.498,1082
3.088,0.225,69.52,6.395,1.6477,474
10.74,0.975,295.8,137.3,24.115000000000002,856
10.3,3.122,307.5,166.6,24.707000000000004,747
4.943,0.917,250.1,0.0,2.8874000000000004,252
6.65,2.338,216.1,0.0,5.7265,21
5.981,0.325,55.8,0.0,5.5713,1337
2.678,0.753,126.0,0.074,1.6479000000000004,459
5.589,0.617,48.39,0.0,2.0012,1184
4.884,1.04,268.6,0.0,3.575,276
10.94,0.868,319.8,32.33,16.073,955
4.941,1.388,165.1,0.0,2.2415,1215
4.435,1.117,213.8,0.0,3.5131,385
10.27,1.732,336.7,180.4,24.513,805
4.079,0.697,187.1,0.0,2.8607,343
9.91,2.047,331.8,132.6,20.204,769
5.941,0.547,65.92,0.0,5.439500000000001,1332
5.082,0.848,191.9,0.0,1.8699999999999997,130
11.1,1.902,291.8,114.8,22.626,871
5.49,0.202,155.2,0.0,1.8529,1123
6.301,0.427,2.142,0.0,5.888399999999999,1396
5.968,1.253,197.4,0.0,3.5820999999999996,87
3.766,0.452,147.9,0.0,2.6382,330
5.25,0.443,118.0,0.0,2.3165,1238
2.599,0.365,88.0,0.73,1.4929999999999999,466
5.482,1.215,221.4,0.0,2.2303000000000006,121
7.416,0.333,349.8,0.0,4.0449,1044
6.151,0.542,50.88,0.0,2.3586,1095
6.242,0.163,125.4,0.0,1.9250999999999998,1130
4.887,0.077,306.7,0.0,3.5214,1294
11.06,3.378,311.9,93.6,23.759999999999998,860
5.891,0.337,275.4,0.0,1.8981999999999999,1126
